content,label
When I open a project then click on the arrow drop-down the app closest otherwise I normally love the app.,Praises
"Widgets don't work unless you open the app, and sometimes you then you even have to take an action or two within the app. Wish this product was maintained. Have emailed the developer, but they didn't get back to me. The app doesn't even support logging out, anymore. The usual uninstall/reinstall didn't work.",Complaints
Why does the app keep showing server connection lost even though there is no problem with my network or internet server? I can't open the app and refresh it at all.,Bugs
"Bought the pro version and it does the job. Only improvement I would suggest is an indicator showing how long a timed profile has before changing. Also, what it will change to.",Crashes
"There were a lot less options for handwriting, covers, and stickers than I anticipated for something you want me to pay an annual or monthly subscription for. It's a great concept but the execution fell short for me.",Praises
It is great app to plan your day. It is easy to use and fast.,Praises
Está dando problemas.,Bugs
Add a feature that let's me tick tasks off from the widget. Either than that I love the app,Praises
"Edit: the app gets better with every update and I hadn't had any bugs for a while now. I absolutely love how it looks after the latest update - super clean and fresh. 5 stars and many thanks to the hardworking devs. Love habitica. I find the app often has one bug or another from update to update, so can't really give 5 stars, but the devs do a smashing job regardless so 4 stars from me.",Bugs
"This used to be my go-to planner app but now it's so buggy. Always undoes my settings and turns back on 24 hour format (EDIT: A year later and this has only gotten WORSE! Where are the supposed bug fixes?) and doesn't push important task notifications I've set. I bought the pro version a while ago when it was a single payment purchase, but now apparently I no longer can use it and it's a yearly subscription. That wasn't a condition when I bought it and I would never have bought it if I'd known they'd convert to yearly subs. Not worth it.",Bugs
